is_sarcastic	headline
1	De pequeño quise tener un perro, pero mis padres eran pobres y sólo pudieron comprarme una hormiga
1	El buen gusto hace bien a ciertos valores espirituales auténticos: como el propio gusto
1	No me importa lo que escriban de mí, mientras no sea cierto
1	No hay nada como el amor de una mujer casada. Es una cosa de la que ningún marido tiene la menor idea
1	Escribir sobre uno mismo es un poco incómodo. Yo por eso generalmente prefiero escribir sobre una mesa
1	¡Brindemos por nuestras novias y nuestras esposas! ¡Que no se encuentren nunca!
1	La tierra es un teatro, pero tiene un reparto deplorable
1	Los viejos lo creen todo; los adultos todo lo sospechan; mientras que los jóvenes todo lo saben
1	Hay dos tipos de personas: los que aprenden de sus errores y los que tienen problemas de aprendizaje
1	Discúlpeme, no le había reconocido: he cambiado mucho
1	Cuando me da por pensar de noche en mis defectos, me quedo dormido inmediatamente
1	Adoro los placeres sencillos; son el último refugio de los hombres complicados
1	Lo peor de ser mujer es que siempre tendrás un hombre intenso detrás de ti, es algo verdaderamente insoportable. Alguien que no quieres y se obsesiona con tenerte
1	Todo lo bueno en esta vida en exceso hace daño, pero tú haces daño a la primera y ni tampoco eres bueno en nada
1	Dicen que detrás de un hombre hay una gran mujer y claro que tienen razón, es que no pueden hacer nada por ellos solitos
1	No me gustaría compartir contigo ni un minuto de esos de los que desperdicio viendo programas de tv aburridos en las tardes
1	No es miedo a que me dejes, yo sufro estando contigo, el miedo es que siempre estés aquí
1	Estoy muy feliz, yo solo perdí un poco de mi tiempo contigo, tu, has perdido al posible amor de tu vida
1	El desamor es terrible, pero entre tanta pendejada, es mejor que haberte amado
1	Hola, tengo que deciros que he tenido un día estupendo, mejor que un sueño, pero hoy no ha sido ese día
1	La vida es tu intento por querer alcanzar todas tus metas cuando la realidad es que siempre te quedas atascado en la salida
1	Los hombres son los mejores amantes de las mujeres después de las propias mujeres, como no hay más sexos
1	Cuando era un niño me dijeron que cualquiera puede ser presidente y comienzo a creerlo
1	Lo único peor de que hablen de ti es que no hablen de ti
1	Es preciso que el placer tenga sus penas y el dolor sus placeres
0	No es que no quiera saberlo, es que no me importa
0	No permitiré que mis profesores interfieran en mi forma de pensar
0	Tenemos que estar dispuestos a dejar de lado la vida planificada, para poder tener la vida que nos espera
0	Conocerse a uno mismo es el principio de toda sabiduría
0	Ayer estaba listo, así que quería cambiar el mundo. Hoy soy sabio, por lo que me estoy cambiando mí mismo
0	Para dejar de hacer lo que no quieres, necesitas saber lo que quieres
0	De tres maneras podemos aprender: en primer lugar por la reflexión, que es la más noble; en segundo lugar, por imitación, que es más fácil; y en tercer lugar por la experiencia, que es la más amarga
0	Corta tu propia madera y te calentará dos veces
0	El aspecto más triste de la vida en ese momento es que la ciencia reúne el conocimiento más rápidamente que la sociedad reúne la sabiduría
0	No ganes el mundo y pierdas tu alma, la sabiduría es mejor que la plata o el oro
0	No estoy en este mundo para cumplir con tus expectativas y tú no estás en este mundo para cumplir las mías
0	El valor intrínseco de la vida depende de la conciencia y del poder de contemplación, no de la mera supervivencia
0	Aférrate a tus sueños, porque si los sueños mueren, la vida es un pájaro con las alas rotas, que no puede volar
0	Cualquier tonto puede saber. La clave está en entender
0	Hay momentos en que los problemas entran en nuestras vidas y no podemos hacer nada para evitarlos. Pero están ahí por una razón. Sólo cuando logremos superarlos, entenderemos por qué estaban allí
0	Hay tres cosas que todos los hombres sabios temen: el mar en la tempestad, una noche sin luna, y la ira de un hombre amable
0	Los obstáculos son esas cosas espantosas que ves cuando apartas los ojos de tu meta
0	El pasado no tiene poder sobre el momento presente
0	No pierdas tu tiempo con explicaciones: la gente sólo escucha lo que quiere escuchar
0	Si tú no sabes a dónde vas, cualquier camino te llevará allí
0	Vivimos en una época en que las cosas innecesarias son nuestras únicas necesidades
0	A veces a uno le gusta la gente tonta para su locura, más que la gente sabia por su sabiduría
0	No es que yo sea tan inteligente. Pero me quedo con las preguntas mucho más tiempo
0	Al caminar por la calle de la vida debes oler las rosas que sólo te vas a encontrar una vez
0	Conocer a los demás es inteligencia; conocerse a sí mismo es la verdadera sabiduría. Dominar a otros es la fuerza; el dominio de uno mismo es verdadero poder
0	El autoconocimiento no requiere aislamiento, pero sí el suficiente tiempo contigo mismo
0	Vas a hacer cosas tontas, pero hazlas con entusiasmo
0	El sentido común en un grado poco común, es lo que el mundo llama sabiduría
0	A su pesar, la fuerza a veces debe inclinarse ante la sabiduría
0	No soy lo suficientemente joven para saberlo todo
0	Los riesgos deben tomarse porque el peligro más grande en la vida es no arriesgar nada
0	El hombre sabio debe ser capaz no sólo de amar a sus enemigos, sino también a odiar a sus amigos
0	Nadie puede hacerte sentir inferior sin tu consentimiento
0	Los árboles son poemas que la Tierra escribe en el cielo, luego los cortamos y los convertimos en papel, para poder dejar constancia de nuestro vacío
0	El único hombre que nunca se equivoca es el que nunca hace nada
0	Nunca te quejes sin dar explicaciones. Resiste la tentación de defenderte a sí mismo a través de las excusas
0	Sé lo que deseas parecer
0	Tú mismo, tanto como cualquier otro en el universo entero, mereces tu amor y afecto
0	La medida de la inteligencia es la capacidad de cambiar
0	Nosotros sólo podemos saber que no sabemos nada. Y ese es el más alto grado de sabiduría humana
0	¿Sabio? No, simplemente aprendí a pensar
0	La mente una vez iluminada no puede volver de nuevo a la oscuridad
0	No te sacrifiques a ti mismo demasiado, porque si te sacrificas demasiado, no habrá nada más que puedas dar y ni nadie que cuide de ti
0	Dame una palanca lo suficientemente larga y un punto de apoyo en el que colocarla, y moveré el mundo
0	No estoy viendo el mundo, lo estoy interpretando
0	Nunca deje que tu sentido de la moral te impida hacer lo que es correcto
0	No pido ninguna corona, es algo que todos puedan ganar; tampoco tratar de conquistar el mundo, excepto el que tengo dentro
0	La única sabiduría verdadera está en saber que no sabe nada
0	Cuenta tu edad por amigos, no con años. Cuenta tu vida por sonrisas, no por lágrimas
0	En un buen salón de libros te sientes de alguna manera misteriosa que está absorbiendo la sabiduría contenida en todos los libros a través de tu piel, sin siquiera abrirlos
0	La diferencia entre el fracaso y el éxito reside en la voluntad del corazón
0	Pensar es una dura labor que pocas personas realizan
0	Un hombre que no se alimenta de sus sueños es un hombre que envejece pronto
0	No hay vida más completa que aquella que puedes vivir por elección propia
0	La vida es 10% lo que nos sucede y 90% como reaccionamos
0	Lo que cuenta no son los años en nuestra vida, sino la vida en nuestros años
0	La calidad de la vida de una persona es directamente proporcional a su compromiso con la excelencia. No importa a qué se dedique
0	¿Crees que soy sabio? No, simplemente aprendí a pensar
0	El que salta al vacío no le debe ninguna explicación a los que se paran a ver
0	El único realista de verdad es el visionario
0	El misterio es el elemento esencial de cualquier obra de arte
0	No importa lo lejos que vayas, siempre y cuando no te detengas
0	No estoy de acuerdo con lo que dices, pero defenderé con mi vida tu derecho a expresarlo
0	Solo existe un buen: el conocimiento. Solo existe un mal: la ignorancia
0	El lujo no es más que la pobreza artificial
0	Los ejemplos corrigen mejor que las reprimendas
0	No basta con tener buen ingenio, lo principal es aplicarlo bien
0	No es que tengamos poco tiempo, es que perdemos mucho tiempo
0	La libertad consiste en ser dueños de nuestra propia vida
0	La pureza del corazón consiste en desear una cosa
0	Søren Kierkegaard
0	Como todo soñador, confundí la decepción con la verdad
0	Pueden haber más bellos tiempos, pero éste es el nuestro
0	Escribir es defender la soledad en la que vivo
0	No se nace mujer: se llega a serlo
0	La vida tiene valor siempre que se valore la vida de los otros, a través del amor, la amistad, la indignación y la compasión
0	No camines delante de mí, puede que no te siga. No camines detrás de mí, puede que no te guíe. Camina junto a mí y sé mi amigo
0	El perdón es la llave a la acción y libertad
0	La energía necesaria reside en mí, ya que con ella tengo para vivir
0	La independencia no es un derecho, es un privilegio que corresponde a una minoría
0	Vemos las cosas no como son, sino como somos nosotros
0	Trata a las personas como un fin, nunca como un medio para un fin
0	La historia no es ni hace nada. Quien es y hace es el hombre
0	El amor por la fuerza nada vale, la fuerza sin amor es energía gastada en vano
0	El amor no tiene cura, pero es la única cura para todos los males
0	El amor es como Don Quijote: cuando recobra el juicio es que esta para morir
0	Es tan lindo saber que usted existe
0	Al principio todos los pensamientos pertenecen al amor. Después, todo el amor pertenece a los pensamientos
0	En un beso sabrás todo lo que he callado
0	Un corazón es una riqueza que no se vende ni se compra, pero que se regala
0	El hombre que no ha amado apasionadamente ignora la mitad más hermosa de su vida
0	No olvides nunca que el primer beso no se da con la boca, sino con los ojos
0	El que puede prescindir del ser amado, puede prescindir de todo
0	Lo cierto es que yo ignoraba que tenía en mí esas reservas de ternura
0	El amor no hace que el mundo se mueva, pero hace que el viaje valga la pena
0	El amor ama amar al amor
0	Un corazón que ama es la sabiduría más verdadera
0	¿Quién, amando, es pobre?
0	Un cobarde es incapaz de mostrar amor; hacerlo está reservado para los valientes
0	La única cosa de la que nunca nos cansamos es de recibir amor
0	La vida es una flor y el amor es su miel
0	La pasión es lo que hace que se mueva el mundo. Pero es el amor el que hace de este mundo un lugar más seguro
0	El amor es una alma sola que habita en dos cuerpos
0	Puede que alguien que no has conocido se esté preguntando cómo sería una vida contigo
0	El mejor arrepentimiento es, sencillamente, cambiar
0	Prestar atención. Ese es nuestro más eterno trabajo y compromiso
0	A veces debes cerrar los ojos para ver la belleza más pura
0	Dios es un comediante delante de una audiencia que tiene demasiado miedo a reír
0	La vida es lo que pasa mientras estas ocupado haciendo otros planes
0	No te preguntas "¿Qué pasará?" vive cada momento como si fuera el último y deja que la vida te sorprenda con sus maravillas
0	Confucio
0	Nunca rompas el silencio si no es para mejorarlo
0	El orgullo es el primero de los tiranos, pero también el primero de los consuelos
0	La vida, si no es una aventura atrevida, no es nada en absoluto
0	Solo quiero que se me recuerde como una persona que quería ser libre
0	Sólo estás aquí para una breve visita, así que asegúrate de oler las flores a lo largo del camino
0	Siempre es el momento adecuado para hacer lo que es correcto
0	Donde hay educación no hay distinción de clases
0	El sabio no dice lo que sabe, y el necio no sabe lo que dice
0	El pensamiento creativo inspira nuevas ideas y las nuevas ideas inspiran al cambio
0	Si parezco confundido, es porque estoy pensando
0	Las cosas más simples son las más extraordinarias, y solo un sabio consigue verlas
0	Piensa antes de hablar y lee antes de pensar
0	Juzga a un hombre por sus preguntas, no por sus respuestas
0	Escribir, para mí, no es más que pensar a través de mis dedos
0	Brilla. Al que le moleste, puede taparse los ojos
0	Concentrarse en lograr un pequeño cambio es cambiar un día por completo
0	Tu mejor maestro es tu último error
0	El que me sigue no andará en tinieblas, sino que tendrá la luz de la vida
0	La función de la oración no es influenciar a Dios, sino más bien cambiar la naturaleza del quien ora
0	Ábreme, Señor, los ojos y contemplaré las maravillas de tu voluntad
0	Cuando un pueblo trabaja Dios lo respeta. Pero cuando un pueblo canta, Dios lo ama
0	El hombre propone, y Dios dispone
0	Los ojos no pueden ver bien a Dios, solo a través de las lágrimas lo puedes ver
0	Lo que logres de pie, agradécelo de rodillas
0	Si Dios no es amor, no vale la pena que exista
0	Dios es un círculo cuyo centro está en todas partes y su circunferencia en ninguna
0	Siempre he pensado que la mejor forma de conocer a Dios, es amando muchas cosas
0	El azar no existe; Dios no juega a los dados
0	Dios no se fijará en tus medallas, títulos o diplomas, sino en las marcas que han dejado en ti las cicatrices
0	Deléitate también en el Señor y él cumplirá los deseos de tu corazón. Deléitate también en el Señor y él cumplirá los deseos de tu corazón
0	Nunca tengas miedo de confiar un futuro desconocido a un Dios conocido
0	Tú eres mi refugio, me guardarás de la angustia, me rodearás con cantos de liberación
0	Los impíos huyen cuando ningún hombre los persigue; pero los justos son valientes como un león
0	No culpes a Dios por tus malas decisiones y menos cuando no le consultaste primero
0	La educación es, tal vez, la forma más alta de buscar a Dios
0	La fe es el antiséptico del alma
0	El verdadero dolor es aquel que sufre sin testigos
0	Los grandes no mueren, sólo se ausentan para ser recordados
0	Sólo en la agonía de despedirnos somos capaces de comprender la profundidad de nuestro amor
0	Si lloras por haber perdido el sol, las lágrimas no te dejarán ver las estrellas
0	No hay mayor dolor que el de llevar una historia no contada dentro de ti
0	La muerte es el comienzo de la inmortalidad
0	Diferentes en la vida, los hombres son iguales en la muerte
0	Uno debe temerle a la vida, no a la muerte
0	En la vida, nada funcionará hasta que tú no lo hagas
0	La mejor vida no es la más duradera, sino la que está repleta de buenas acciones
0	No llores porque se terminó, sonríe porque sucedió
0	Aprende del pasado, vive el presente y trabaja para el futuro
0	En la vida algunas veces se gana, otras veces se aprende
0	No midas tu riqueza por el dinero que tienes, mídela por aquellas cosa que tienes y que no cambiarias por dinero
0	Un hombre inteligente jamás se irritaría, si tuviera delante siempre un espejo y se viera cuando discute
0	Si quieres algo que nunca tuviste, debes hacer algo que nunca hiciste
0	No importa cómo caes, sino cómo te levantas. No importa el fracaso, sino volverlo a intentar. No importa el largo del camino, sino lo que está al final. No importa el sudor que cueste, sino lo que quieres lograr
0	Lo malo de aprender con la experiencia, es que nunca nos graduamos
0	El mayor defecto de los defectos, es no darse cuenta de ninguno de ellos
0	A menudo se encuentra el destino en el camino que se toma para evitarlo
0	La gente le llama sabiduría a lo que saben e ignorancia a lo que los demás saben
0	El dinero esclaviza...... a quienes no lo tienen
0	Si sigues hablando de lo que hiciste ayer, es que no has hecho gran cosa hoy
0	Las palabras de un hombre ebrio, son los pensamientos de un hombre sobrio
0	No temas a la competencia, ¡teme a tu propia incompetencia!
0	Una persona pobre no es la que no tiene un centavo, sino la que no tiene un sueño
0	Hay dos días de la semana por los que no debemos de preocuparnos: Ayer y Mañana. El único día valioso es HOY
0	Maduramos con los daños, no con los años
0	Si te odian sin ninguna razón, dales alguna para hacerlo
0	El mejor aliado de la mujer ha sido y será siempre la imaginación del hombre
0	Cuando el sabio señala la luna, el tonto se fija en el dedo
0	Si no te gusta lo que recibes, revisa lo que estás dando
0	El futuro empieza hoy, no mañana...... El día de hoy, es el mañana de ayer y el ayer del mañana
0	No te lamentes por envejecer, es un privilegio negado a muchos
0	Los aeropuertos ven más besos sinceros que las bodas y los muros de los hospitales han escuchado más oraciones sinceras que las iglesias
0	La pena del ayer y el miedo al mañana son los dos ladrones que nos roban el hoy
0	La pereza viaja tan despacio que la pobreza no tarda en alcanzarla
0	Los problemas son tan cobardes... Que nunca vienen solos
0	Es cuando nos olvidamos de nosotros, cuando hacemos cosas que merecen ser recordadas
0	Definición infantil de la impaciencia: "esperar con prisa"
0	Si tienes millones de cosas para sonreír, no busques una para llorar
0	Llenarse de ira es como agarrar un carbón ardiente con la intención de arrojárselo a alguien, somos nosotros los que nos quemamos
0	El que busca un amigo sin defectos se queda sin amigos
0	El victorioso tiene muchos amigos; el vencido, buenos amigos
0	El tigre y el león pueden ser los más fuertes, pero el lobo no trabaja para el circo
0	Todos queremos obtener felicidad sin dolor, pero no se puede tener un arcoíris sin un poco de lluvia
0	Cuando dejen de criticarte revísate, puede que lo que estés haciendo haya dejado de tener importancia
0	Las mujeres que quieren ser iguales que los hombres, no lo saben pero aspiran a muy poco
0	Detrás de los mayores errores siempre está el orgullo
0	Felices los que nada esperan de los demás, porque nunca serán defraudados
0	Cuando encuentres a la persona perfecta darás las gracias por todas aquellas que salieron de tu vida
0	Lo que eres hoy es el resultado de tus decisiones en el pasado. Lo que seas mañana será consecuencia de lo que hagas hoy
0	No midas tu riqueza por el dinero que tienes, mídela por aquellas cosas que tienes y que no cambiarías por dinero
0	Pedir perdón es de inteligentes, perdonar es de nobles y perdonarse es de sabios
0	Un hombre inteligente jamás se irritaría si tuviera delante siempre un espejo y se viera cuando discute
0	La sonrisa cuesta menos que la electricidad y da más luz
0	No encuentres la falta, encuentra el remedio
0	A veces sentimos que lo que hacemos es tan solo una gota en el mar, pero el mar sería mucho menos si le faltara una gota
0	Cuando un tonto coge un camino, el camino se acaba y el tonto sigue
0	La reflexión es el camino hacia la inmortalidad; la falta de reflexión, el camino hacia la muerte
0	La ocasión hay que crearla, no esperar a que llegue
0	Los sabios son los que buscan la sabiduría; los necios piensan haberla encontrado
0	No es pobre el que tiene poco, sino el que mucho desea
0	Un hombre que no se alimenta de sus sueños envejece pronto
0	Si no recuerdas la más ligera locura en que el amor te hizo caer, no has amado
0	Un amigo es una persona con la que se puede pensar en voz alta
0	El dolor es inevitable pero el sufrimiento es opcional
0	Se puede matar al soñador, pero no al sueño
0	Quien tiene paciencia, obtendrá lo que desea
0	Educad a los niños, y no será necesario castigar a los hombres
0	Las personas ofenden antes a los que aman que a los que temen
0	Aprender sin reflexionar es malgastar la energía
0	La amistad duplica las alegrías y divide las angustias por la mitad
0	Solamente aquel que construye el futuro tiene derecho a juzgar el pasado
0	Un hombre está dispuesto a creer aquello que le gustaría que fuera cierto
0	Si quieres ser sabio, aprende a interrogar razonablemente, a escuchar con atención, a responder serenamente y a callar cuando no tengas nada que decir
0	Lo que sabemos es una gota de agua; lo que ignoramos es el océano
0	El ignorante afirma, el sabio duda y reflexiona
0	He cometido el peor pecado que uno puede cometer. No he sido feliz
0	La libertad está en ser dueños de nuestra propia vida
0	Al final, no son los años en nuestra vida lo que cuenta, sino la vida en nuestros años
0	Nuestra vida siempre expresa el resultado de nuestros pensamientos dominantes
0	Cada hombre es una criatura del tiempo en el que vive
0	Somos lo que hacemos repetidamente
0	Las cosas que amamos nos dicen quiénes somos
0	La vida es una tragedia cuadro se ve en primer plano, pero en plano general pasa a ser una comedia
0	Siempre se admira aquello que en realidad no se entiende
0	El hombre es la única criatura que se niega a ser quien es
0	El arte de ser sabio es el arte de saber lo que hay que pasar por alto
0	Todo conocimiento resulta hiriente
0	La honestidad es el primer capítulo del libro de la sabiduría
0	Toda sociedad está a tres comidas del caos
0	Lleva mucho tiempo llegar a ser joven
0	El tiempo es aquello que más queremos y también lo que peor utilizamos
0	La libertad nunca es dada; siempre es ganada
0	No le tengas miedo a la perfección; nunca la vas a alcanzar
0	Nunca somos tan vulnerables al sufrimiento como cuando amamos
0	Cuando haces las paces con la autoridad, te conviertes en la autoridad
0	La violencia es el último refugio del incompetente
0	Aquellos que no se mueven no notan sus cadenas
0	El elemento más violento de la sociedad es la ignorancia
0	Siempre parece imposible hasta que se hace
0	Los verdaderos amigos te apuñalan de frente
0	Un ser humano es un ser que decide
0	La salud no es valorada hasta que llega la enfermedad
0	Las metáforas tienen una manera de contener la verdad en el mínimo espacio
0	La soledad es independencia
0	Resérvate el derecho a pensar, ya que pensar de mal modo es mejor que no pensar en absoluto
0	Las ideas de los hombres son las más directas emanaciones de su estado material
0	El tiempo se lo lleva todo y todo lo da
0	No soy capaz de concebir la infinidad, pero no acepto lo finito
0	Seamos realistas y hagamos lo imposible
0	Los extremistas creen que "comunicación" significa estar de acuerdo con ellos
0	No hay pensamientos peligrosos; pensar es, en sí mismo, algo peligroso
0	La palabra "felicidad" perdería su significado si no estuviese equilibrada por la tristeza
0	Ningún hombre puede pensar claramente cuando sus puños están cerrados
0	Un hombre que es un maestro en la paciencia es un maestro en todo lo demás
0	Alguien que no cree en los milagros no es realista
0	No hay una visión más triste que la de un joven pesimista
0	La esperanza es un buen desayuno, pero una mala cena
0	La educación es el movimiento de la oscuridad a la luz
0	El riesgo de una mala decisión es preferible al terror de la indecisión
0	Nada refuerza tanto la autoridad como el silencio
0	La creatividad requiere que la valentía se desprenda de las certezas
0	La mejor parte de la belleza es aquella que ninguna imagen puede expresar
0	Aquellos que no conocen la historia están condenados a repetirla
0	Nada es tan increíble como para que la oratoria no lo pueda transformar en aceptable
0	De una pequeña chispa puede prender una llama
0	El liderazgo no depende de estar en lo cierto
0	El entorno da forma a las acciones del individuo
0	La juventud es un reglo de la naturaleza, pero la edad es una obra de arte
0	Nadie puede herirme sin mi permiso
0	Si no puedes ser poeta, sé el poema
0	Nada tiene más fuerza que la extrema necesidad
0	Si hacemos el bien por interés, seremos astutos, pero nunca buenos
0	La soberbia no es grandeza sino hinchazón; y lo que está hinchado parece grande pero no está sano
0	Es mejor ser rey de tu silencio que esclavo de tus palabras
0	La belleza es poder; una sonrisa es su espada
0	La edad adulta es cuando te has encontrado con tanta gente que cada nueva persona te recuerda a otra
0	La razón es también una pasión
0	Nunca interrumpas a tu enemigo cuanto está cometiendo una equivocación
0	Conocer a los demás es sabiduría; conocerse a uno mismo es iluminación
0	Todo asco proviene del asco a tocar
0	Estamos aquí para vivir nuestras vidas tan bien que la Muerte tiemble al arrebatárnoslas
0	Hay dos caras en toda cuestión a discutir
0	La neurosis es la incapacidad de tolerar la ambigüedad
0	Lo que le debemos al juego de nuestra imaginación es incalculable
0	No deberíamos instruir en la lectura de libros, sino enseñar a amar los libros
0	Todo nuestro razonamiento termina en la claudicación a los sentimientos
